684.1,_05e37282-d9dc-4582-9594-3643b2e2eb95
675.2,_0db9d3b9-7162-49e9-bcf7-e8c2636b37e8
633.1,_17092da8-b205-46fe-ba21-00cb551c8ac8
632.2,_1779251b-8477-414c-9fcb-6382cc086760
632.3,_189ef94e-f793-4ef1-a3b1-e4cadb2f1b0b
675.1,_19247a22-4efd-4e20-afbf-b3c5b7238dca
670.2,_1d0ca991-09d1-4cd2-939a-862ddd9a6068
652.1,_209419ff-b820-404a-be99-42d8e0c3e0aa
RG60.2,_23bef6d2-b822-4e4e-b796-1a12c753e652
675.3,_24b6358e-ac7e-454f-add3-5b32f3ff499a
670.1,_306e9fe6-be2c-4290-85b9-424a27e1e311
675.1,_32acf072-1f54-4805-842a-a8faed592b63
671.3,_39eeccd4-cb24-46f0-a700-19e5ccc526b6
646.3,_3bde0f12-9c1b-446c-93ad-4ce00dba48ff
645.2,_438315e8-63dd-47fa-9aa8-6a597cc826aa
634.3,_4e5293b2-d52f-4c3a-873d-20e5d39218eb
675.3,_4e64ab59-9a25-432c-8e21-bd9e50594c56
670.3,_533b6e23-df06-4228-b7a9-af6067fcb580
692.3,_5beb243b-5d33-411c-97ac-4a85a6c401a3
645.2,_6a9ee88c-8f51-4188-8e2a-efbc0d1c2625
645.3,_6f262695-de38-4029-8cd4-0bcf7ff83ae4
633.3,_779fda85-f2b7-4f8f-85f8-745186ebeb3c
611.3,_82d4fcbc-e89a-4ab7-a47d-e8e0cd143098
671.1,_82deef13-ea88-4b94-aa08-5c6db8ae609a
680.1,_867222d2-8caf-4b8a-93a8-1bd85128aa55
652.1,_87e9a62c-6800-46c8-93bf-6d9a64bddc93
634.1,_88b3b894-a2bc-4466-9d92-d76c69879a41
646.2,_8e4aa0ce-25ab-428e-8563-6b5e50499b86
RG60.3,_8f6c102e-679f-4d85-97aa-03f1251f1374
680.3,_a80bad80-eac3-407b-938c-a9231327655a
680.2,_aae1bfdf-ab2e-4c08-b4ae-6ab2464fa0e1
671.2,_b0545eaa-6017-485f-b806-804f0cd5abce
671.3,_b17cdfc8-4fd0-4970-a872-5ef996e5b3ba
646.2,_b2a5e699-ab2a-45b8-9ae6-afa7dc70b20c
671.1,_bc0291cc-8348-4f49-9138-d749894b54c1
692.3,_bcbfd71a-8e3b-4549-b68d-591104379b8c
671.2,_c4304fbe-4b00-4059-ba76-349111b3afa1
633.2,_c509cfe8-e382-40bc-bb2a-6548eaa3878d
670.2,_cb6c46f6-cc1b-4c41-8000-a451c92ea3dd
692.1,_cc924276-07a7-4684-8f2c-1eea3736d089
RG60.1,_ccac973d-3173-4dff-a660-c3b345107e1f
675.2,_ced92b6a-6d8e-4bb8-a4b4-3b5a4b36cad2
692.2,_d80b1456-0867-472e-a260-9b4227ad7428
670.1,_dd7f2a73-d8ac-4e91-9cac-1a4d4b5ae26a
611.3,_e2452e22-f8c0-4a3a-8988-6fba878f3936
670.3,_e34343f4-6ca2-402e-a810-5a73f1b310a8
684.3,_e431a318-3b13-46fa-8d8f-ba4407ad4e37
632.1,_e5cce1a5-fbe5-4317-8cd2-8fe1477a8023
634.2,_f607dd94-fcbd-4d22-82d8-27a3b9b81c75
